OCC_CODE,Occupation title,Level,Employed,Employment relative standard error,Hourly mean wage,Annual Mean wage,Mean wage RSE,Hourly Median wage,Annual median wage
53-1041,Aircraft Cargo Handling Supervisors,detailed,"10,020",6.9,28.66,"59,620",1.7,25.77,"53,610"
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",detailed,"477,430",0.6,28.03,"58,300",0.2,26.38,"54,870"
53-2000,Air Transportation Workers,minor,"269,710",2.3,*,"111,420",2.4,*,"81,100"
53-2010,Aircraft Pilots and Flight Engineers,broad,"120,670",2.3,*,"163,480",3.5,*,"130,440"
53-2011,"Airline Pilots, Copilots, and Flight Engineers",detailed,"83,550",3.2,*,"186,870",3.7,*,"160,970"
53-2012,Commercial Pilots,detailed,"37,120",2.8,*,"110,830",3.2,*,"93,300"
53-2020,Air Traffic Controllers and Airfield Operations Specialists,broad,"32,780",1.2,50.54,"105,120",1.9,47.91,"99,640"
53-2021,Air Traffic Controllers,detailed,"22,190",0.9,61.27,"127,440",0.6,62.7,"130,420"
53-2022,Airfield Operations Specialists,detailed,"10,590",3,28.06,"58,360",3.3,24.68,"51,330"
53-2030,Flight Attendants,broad,"116,260",3.2,*,"59,150",1.9,*,"59,050"
53-2031,Flight Attendants,detailed,"116,260",3.2,*,"59,150",1.9,*,"59,050"
53-3000,Motor Vehicle Operators,minor,"3,976,410",0.5,20.56,"42,770",0.2,19.52,"40,600"
53-3010,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",broad,"14,120",4.8,14.76,"30,700",1.9,13.43,"27,930"
53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",detailed,"14,120",4.8,14.76,"30,700",1.9,13.43,"27,930"
53-3030,Driver/Sales Workers and Truck Drivers,broad,"3,148,070",0.5,21.25,"44,200",0.2,20.4,"42,430"
53-3031,Driver/Sales Workers,detailed,"420,890",2.2,15.32,"31,870",0.6,13.44,"27,960"
53-3032,Heavy and Tractor-Trailer Truck Drivers,detailed,"1,797,710",0.7,23.42,"48,710",0.2,22.66,"47,130"
53-3033,Light Truck Drivers,detailed,"929,470",0.9,19.74,"41,050",0.4,17.81,"37,050"
53-3050,Passenger Vehicle Drivers,broad,"762,820",1.3,17.93,"37,300",0.7,16.67,"34,670"
53-3052,"Bus Drivers, Transit and Intercity",detailed,"162,850",2.7,23.13,"48,110",2,22.07,"45,900"
53-3058,"Passenger Vehicle Drivers, Except Bus Drivers, Transit and Intercity",detailed,"599,980",1.5,16.52,"34,360",0.5,15.54,"32,320"
53-3090,Miscellaneous Motor Vehicle Operators,broad,"51,390",3.5,19.33,"40,200",1.5,17.87,"37,170"
53-3099,"Motor Vehicle Operators, All Other",detailed,"51,390",3.5,19.33,"40,200",1.5,17.87,"37,170"
53-4000,Rail Transportation Workers,minor,"114,040",6.1,31.42,"65,360",0.9,30.97,"64,410"
53-4010,Locomotive Engineers and Operators,broad,"41,690",7.3,33.15,"68,960",1.5,33.58,"69,850"
53-4011,Locomotive Engineers,detailed,"37,110",8.2,33.97,"70,660",1.5,34.55,"71,870"
53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",detailed,"4,580",10.9,26.54,"55,200",1.8,24.86,"51,720"
53-4020,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",broad,"14,630",10.9,26.87,"55,890",1.6,27.82,"57,870"
53-4022,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",detailed,"14,630",10.9,26.87,"55,890",1.6,27.82,"57,870"
53-4030,Railroad Conductors and Yardmasters,broad,"44,920",7.1,31.46,"65,440",1,30.78,"64,030"
53-4031,Railroad Conductors and Yardmasters,detailed,"44,920",7.1,31.46,"65,440",1,30.78,"64,030"
53-4040,Subway and Streetcar Operators,broad,"11,250",6.8,31.48,"65,480",4.5,33.38,"69,440"
53-4041,Subway and Streetcar Operators,detailed,"11,250",6.8,31.48,"65,480",4.5,33.38,"69,440"
53-4090,Miscellaneous Rail Transportation Workers,broad,"1,540",14.5,26.28,"54,670",3.2,23.06,"47,970"
53-4099,"Rail Transportation Workers, All Other",detailed,"1,540",14.5,26.28,"54,670",3.2,23.06,"47,970"
53-5000,Water Transportation Workers,minor,"63,020",3.4,35.35,"73,530",4,28.48,"59,250"
53-5010,Sailors and Marine Oilers,broad,"25,570",4,26.77,"55,680",9.3,21.6,"44,920"
53-5011,Sailors and Marine Oilers,detailed,"25,570",4,26.77,"55,680",9.3,21.6,"44,920"
53-5020,Ship and Boat Captains and Operators,broad,"29,980",3.9,41.76,"86,860",2.7,35.39,"73,610"
53-5021,"Captains, Mates, and Pilots of Water Vessels",detailed,"27,590",3.9,43.14,"89,740",2.8,37.08,"77,130"
53-5022,Motorboat Operators,detailed,"2,380",18.5,25.72,"53,500",2.6,26.88,"55,910"
53-5030,Ship Engineers,broad,"7,480",6,38.99,"81,110",1.4,36.53,"75,990"
53-5031,Ship Engineers,detailed,"7,480",6,38.99,"81,110",1.4,36.53,"75,990"
53-6000,Other Transportation Workers,minor,"330,830",1.6,16.81,"34,970",1.2,13.83,"28,770"
53-6010,Bridge and Lock Tenders,broad,"3,080",2.7,23.85,"49,610",1,25.16,"52,340"
53-6011,Bridge and Lock Tenders,detailed,"3,080",2.7,23.85,"49,610",1,25.16,"52,340"
53-6020,Parking Attendants,broad,"123,790",2.8,13.42,"27,910",0.6,13.02,"27,080"
53-6021,Parking Attendants,detailed,"123,790",2.8,13.42,"27,910",0.6,13.02,"27,080"
53-6031,Automotive and Watercraft Service Attendants,detailed,"112,750",2.2,13.53,"28,150",0.4,12.76,"26,540"
53-6040,Traffic Technicians,broad,"7,430",3.2,25.55,"53,140",1.7,22.98,"47,800"
53-6041,Traffic Technicians,detailed,"7,430",3.2,25.55,"53,140",1.7,22.98,"47,800"
53-6050,Transportation Inspectors,broad,"27,360",3.6,39.1,"81,320",1.3,37.69,"78,400"
53-6051,Transportation Inspectors,detailed,"27,360",3.6,39.1,"81,320",1.3,37.69,"78,400"
53-6060,Passenger Attendants,broad,"22,990",10.6,14.62,"30,410",2.2,13.83,"28,770"
53-6061,Passenger Attendants,detailed,"22,990",10.6,14.62,"30,410",2.2,13.83,"28,770"
53-6098,"Aircraft Service Attendants and Transportation Workers, All Other",detailed,"33,430",4.3,21.12,"43,920",3.7,18.17,"37,790"
53-7000,Material Moving Workers,minor,"6,921,900",0.4,16,"33,290",0.2,14.77,"30,720"
53-7010,Conveyor Operators and Tenders,broad,"23,160",4.1,18.05,"37,540",1,17.2,"35,770"
53-7011,Conveyor Operators and Tenders,detailed,"23,160",4.1,18.05,"37,540",1,17.2,"35,770"
53-7020,Crane and Tower Operators,broad,"44,060",3.3,30.77,"64,010",1.9,28.71,"59,710"
53-7021,Crane and Tower Operators,detailed,"44,060",3.3,30.77,"64,010",1.9,28.71,"59,710"
53-7030,Dredge Operators,broad,"1,750",12.5,25.86,"53,790",3,23.66,"49,210"
53-7031,Dredge Operators,detailed,"1,750",12.5,25.86,"53,790",3,23.66,"49,210"
53-7040,Hoist and Winch Operators,broad,"4,460",7.2,30.16,"62,730",3,30.1,"62,610"
53-7041,Hoist and Winch Operators,detailed,"4,460",7.2,30.16,"62,730",3,30.1,"62,610"
53-7050,Industrial Truck and Tractor Operators,broad,"640,950",1.2,18.85,"39,210",0.3,18.06,"37,560"
53-7051,Industrial Truck and Tractor Operators,detailed,"640,950",1.2,18.85,"39,210",0.3,18.06,"37,560"
53-7060,Laborers and Material Movers,broad,"6,021,330",0.4,15.4,"32,040",0.2,14.38,"29,910"
53-7061,Cleaners of Vehicles and Equipment,detailed,"341,660",1.2,14.14,"29,400",0.6,13.29,"27,640"
53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",detailed,"2,805,200",0.7,16.21,"33,710",0.2,14.96,"31,120"
53-7063,Machine Feeders and Offbearers,detailed,"64,240",3.9,16.57,"34,470",0.7,15.87,"33,000"
53-7064,"Packers and Packagers, Hand",detailed,"599,270",1.6,14.07,"29,270",0.5,13.49,"28,050"
53-7065,Stockers and Order Fillers,detailed,"2,210,960",0.8,14.91,"31,010",0.2,14.03,"29,190"
53-7070,Pumping Station Operators,broad,"26,430",3.9,27.65,"57,500",1.3,27.21,"56,610"
53-7071,Gas Compressor and Gas Pumping Station Operators,detailed,"3,800",7.6,30.66,"63,770",2,32.62,"67,840"
53-7072,"Pump Operators, Except Wellhead Pumpers",detailed,"10,580",6.4,24.92,"51,830",2.5,23.12,"48,090"
53-7073,Wellhead Pumpers,detailed,"12,050",5.9,29.09,"60,500",1.4,29.19,"60,720"
53-7080,Refuse and Recyclable Material Collectors,broad,"120,850",1.8,20.49,"42,620",1.2,18.8,"39,100"
53-7081,Refuse and Recyclable Material Collectors,detailed,"120,850",1.8,20.49,"42,620",1.2,18.8,"39,100"
53-7120,"Tank Car, Truck, and Ship Loaders",broad,"12,610",9,24.36,"50,670",2.2,21.93,"45,610"
53-7121,"Tank Car, Truck, and Ship Loaders",detailed,"12,610",9,24.36,"50,670",2.2,21.93,"45,610"
53-7190,Miscellaneous Material Moving Workers,broad,"26,300",4.6,18.16,"37,770",1.5,15.8,"32,850"
53-7199,"Material Moving Workers, All Other",detailed,"26,300",4.6,18.16,"37,770",1.5,15.8,"32,850"
